spotify.id,allmusic.id
24472,14102
24480,34953
24480,34944
24480,24876
24480,34948
24514,27381
24565,27376
24498,23840
24498,13465
24498,12335
24498,12318
24498,1420
24533,1744
24533,17474
24533,16533
24534,8108
24534,12374
24534,35603
24536,25616
24536,25820
24536,32127
24536,25615
24543,15769
24543,23901
24543,23873
24539,33523
24539,22350
24539,4058
24540,3721
24540,15844
24540,23904
24540,23885
24544,27405
24546,13946
24546,14012
24564,29026
24617,13947
24618,17509
24618,17501
24622,29932
24629,20528
24629,2386
24629,6765
24631,18825
24631,29137
24642,28297
24645,17508
24645,17498
24689,10243
24725,8106
24725,35602
24725,12372
24730,10612
24730,22413
24730,22445
24730,22436
24730,22382
24730,22364
24730,22365
24739,17039
24739,27370
24739,2640
24764,10700
24764,10758
24764,34058
24774,28882
24843,28364
24843,28512
24843,6023
24843,12435
24843,6083
24843,2987
24795,13287
24795,10805
24795,10870
24795,10283
24819,4057
24821,6072
24821,9096
24821,6017
24821,28486
24822,33386
24828,3099
24828,13738
24828,13760
24837,9801
24837,18385
24837,18386
24837,9461
24859,12350
24859,3138
24885,17782
24885,5587
24899,12349
24900,28037
24900,28024
24920,10912
24920,15241
24938,19032
24968,10080
24975,22876
24975,22755
24975,22693
24975,22583
24975,20223
24975,22521
24975,22863
24982,6068
24982,2982
24982,6080
24982,2891
24982,12432
24982,6094
24994,19290
24998,34569
25044,28214
25052,17465
25063,1354
25070,11399
25070,11410
25070,11413
25070,15017
25084,6090
25084,2975
25084,9085
25084,12425
25088,19053
25099,15243
25099,10918
25099,1864
25109,1688
25109,21696
25157,8987
25162,22272
25162,5489
25162,22297
25162,22288
25183,28332
25183,1513
25192,14432
25192,17454
25197,1693
25200,3234
25269,12407
25269,3047
25269,23870
25269,23867
25269,23868
25269,23926
25269,23872
25269,1397
25269,13347
25269,23869
25269,23871
25269,23892
25272,28890
25274,32588
25280,25777
25306,12352
25306,1396
25306,13341
25316,173
25317,1692
25361,17875
25361,6232
25361,6200
25361,6225
25361,5064
25361,17867
25366,23097
25371,22774
25374,809
25406,1679
25407,4152
25425,1619
25437,2028
25446,2038
25447,7398
25452,35326
25452,2000
25452,32564
25452,21694
25488,6237
25488,2617
25525,4721
25534,1818
25534,13361
25534,13362
25534,13363
25534,23844
25576,13154
25576,13262
25591,1523
25591,27200
25591,1561
25591,1522
25591,1563
25591,1538
25606,7936
25636,7635
25648,22690
25690,28531
25690,28571
25703,25902
25729,28654
25747,20625
25747,1392
25747,3033
25747,31993
25774,1390
25774,31992
25774,25794
25774,3031
25779,31846
25779,7405
25785,2001
25793,25597
25795,2365
25821,28272
25850,28289
25992,26011
26132,27621
26197,34571
26239,1982
26619,26006
26669,32350
27176,4105
27294,9637
27344,11183
27348,20265
27449,9636
28303,4078
